genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Blues,The Black Keys,Black Door,4Itg0GtVXzHPK48JkKRkmH,32,0.813,0.344,210387,0.673,0.343,G#,0.367,-9.032,Major,0.0409,80.499,4/4,0.423
Blues,The Outlaws,"(Ghost) Riders In the Sky - Digitally Remastered, 1996",4ncVYIs3UFvitjvc8RIPkM,43,0.0132,0.228,351400,0.896,0.0273,A,0.795,-7.241,Minor,0.13,128.433,4/4,0.146
Blues,Tedeschi Trucks Band,Crying Over You - Live,4wLcIMSChGyN59sFHkfuhH,31,0.358,0.33,476960,0.879,0.408,E,0.946,-6.945,Minor,0.074,181.607,4/4,0.496
Blues,Flamin' Groovies,Shake Some Action,3GqP6bUY1XHVlThBoQQk0z,41,0.0254,0.495,273307,0.632,0.0332,G#,0.237,-12.941,Major,0.0404,137.105,4/4,0.376
Blues,Taj Mahal,Shady Grove,6MVmw9Ea73B1XQjbAu6uuw,35,0.878,0.581,565787,0.55,0.742,C#,0.112,-11.719,Major,0.0394,126.128,4/4,0.66
Blues,cleopatrick,Friends,1jeGYJR4Q5RjsIaWhU84Lh,38,5.6e-05,0.412,190032,0.952,9.07e-06,B,0.232,-6.35,Minor,0.148,167.655,4/4,0.285
Blues,Sonny Landreth,Back To Bayou Teche,4DBXx4H7le4KJwn1MALrPk,27,0.27,0.745,229507,0.658,3.23e-05,G,0.167,-8.437,Major,0.0318,125.476,4/4,0.69
Blues,The Heavy,Fighting for the Same Thing,6g4elK6qNDBR94mAneCc4l,38,0.0493,0.675,242467,0.858,6.32e-06,C,0.111,-3.26,Major,0.11,113.068,4/4,0.51
Blues,The White Stripes,Lafayette Blues,21ZfLnOFb1rdtm6yHgg0yY,32,0.274,0.34,135800,0.911,0.0459,E,0.412,-5.256,Major,0.167,126.417,4/4,0.393
Blues,Johnny Copeland,Rolling With The Punches,0ECyZFXS02fUPW1AxMCUBQ,26,0.0819,0.747,394333,0.79,0.00647,G#,0.173,-8.268,Major,0.0258,100.322,4/4,0.865
Blues,Jonny Lang,Rack 'Em Up,6D36mukdSSbtZrdKlVsYRP,31,0.356,0.716,247800,0.612,0.0162,D,0.214,-10.076,Minor,0.118,124.64,4/4,0.713
Blues,Bachman-Turner Overdrive,Away From Home,0h7c20pXhe5zgHbCZAuuLd,47,0.0725,0.549,271840,0.937,4.04e-05,G,0.218,-5.334,Major,0.0949,119.403,4/4,0.654
Blues,Black Pistol Fire,Bully,4Gs1m7hAegbN2yLdvR2gUg,44,0.135,0.369,225640,0.593,5.14e-06,E,0.124,-7.99,Minor,0.0533,145.986,4/4,0.194
Blues,Keb' Mo',I'm On Your Side,1ckLNoEhtZfAU3z92WeiRv,26,0.0705,0.909,219107,0.436,0.00326,A#,0.149,-10.003,Major,0.109,108.434,4/4,0.259
Blues,Canned Heat,Cristo Redentor,0fNbhi6aOLCn5gVcKcGZus,45,0.789,0.545,498627,0.32,0.216,G,0.406,-10.569,Minor,0.0362,80.355,3/4,0.329
Blues,Deep Purple,Soldier of Fortune,5NDyPVjcjK0hw2sUjjWFIO,38,0.417,0.546,193653,0.274,2.99e-05,D,0.109,-15.07,Minor,0.027,66.809,4/4,0.228
Blues,Steppenwolf,Born To Be Wild - Single Version,3lN8PP6R2IxbLP05QpYXng,66,0.273,0.439,212893,0.737,0.28,D,0.228,-12.054,Major,0.115,145.942,4/4,0.533
Blues,Johnnie Taylor,Running Out Of Lies,1f80Lhv38g7ylh7LOToYwR,35,0.7,0.612,292000,0.462,2.01e-05,C#,0.643,-9.519,Minor,0.0436,79.607,3/4,0.695
Blues,James Gang,The Bomber A: Closet Queen B: Bolero C: Cast Your Fate To The Wind,5A3ZtOkIeZCGTvMcRpjUrf,33,0.0473,0.24,424733,0.689,0.477,A,0.0909,-8.653,Major,0.0449,183.888,4/4,0.545
Blues,The Black Keys,Sister,5LCuFER5mMzL0fGNpClksf,53,0.00191,0.757,205187,0.661,5.77e-05,D,0.141,-5.908,Major,0.0291,111.64,4/4,0.617
Blues,B.B. King,It's My Own Fault - Live At Western Recorders Studio1/1974,6yAuxzHTX7ZlCsN2lQOicK,23,0.654,0.56,254560,0.169,1.74e-05,C#,0.285,-21.191,Major,0.114,93.233,1/4,0.686
Blues,Etta James,Miss You,4JVeqfE2tpi7Pv63LJZtPh,44,0.321,0.821,360240,0.418,0.000372,A,0.222,-9.841,Minor,0.0407,117.382,3/4,0.803
Blues,The Black Keys,I'm Not The One,4c15DmbPf9g3HNPipLBBu0,45,0.543,0.604,229213,0.406,0.000545,A,0.0932,-10.016,Minor,0.0306,139.897,4/4,0.474
Blues,Leroy Carr,Papa's on the House Top,2KZkEbuMBsoxhgX3iEyAv2,33,0.994,0.683,175400,0.285,0.603,D#,0.122,-12.101,Major,0.0366,94.913,4/4,0.783
Blues,Jorma Kaukonen,Sleep Song - Late Show - Live,7nmJ59Qq8eKm8T3iEISPHI,0,0.82,0.535,362930,0.229,0.101,E,0.682,-16.685,Major,0.103,109.006,4/4,0.353
Blues,Jorma Kaukonen,River of Time - Early Show - Live,6wQQlCJfnTaXyQgIvGlKip,0,0.936,0.442,166953,0.315,0.406,D,0.684,-15.752,Minor,0.0466,111.981,4/4,0.517
Blues,The White Stripes,Instinct Blues,02rtlVqglICMH4N7jr66nQ,29,0.177,0.237,256373,0.781,0.125,D,0.493,-8.634,Major,0.143,86.169,4/4,0.229
Blues,Heartless Bastards,Marathon,4YlrIv4qArkYrzNGXKtBYZ,27,0.452,0.369,369920,0.371,3.65e-05,C#,0.0785,-7.692,Major,0.0271,132.241,3/4,0.0677
Blues,Jimi Hendrix,Bleeding Heart - Live at the Fillmore East,2wvXnB7LA71QQIBIY4WEh1,31,0.635,0.406,397707,0.467,0.058,G#,0.416,-10.869,Major,0.0619,81.819,1/4,0.726
Blues,Jimi Hendrix,Hey Baby (New Rising Sun),5IAQMk5kTyapufseqmvwjm,38,0.264,0.509,364627,0.455,0.2,C#,0.107,-13.768,Major,0.0401,81.435,4/4,0.55
Blues,Jimi Hendrix,Villanova Junction Blues,0ME8AQSwfAtSa6ZQpgjROg,29,0.643,0.687,104973,0.497,0.853,A#,0.171,-10.257,Minor,0.0331,81.183,4/4,0.653
Blues,Gov't Mule,Traveling Tune,0PgGRVGvHntz6YecbOy0wH,29,0.328,0.516,317107,0.568,7.35e-05,B,0.118,-6.041,Major,0.035,77.573,4/4,0.347
Blues,Nazareth,Dream On,4HkKdfJN3NyCZjnjmj7FDv,31,0.114,0.433,206880,0.53,0.0,D,0.141,-4.755,Major,0.0261,74.509,4/4,0.545
Blues,Cage The Elephant,Shake Me Down - Unpeeled,6Ks0lh8Y1XUpgmtkfKD7hH,41,0.33,0.38,209653,0.756,0.0,A#,0.873,-5.935,Major,0.0449,112.213,4/4,0.234
Blues,The Byrds,Eight Miles High,2BGNomqCxEDcXyxf8bg27k,53,0.21,0.364,214640,0.768,0.136,A,0.503,-10.492,Major,0.0757,130.602,4/4,0.37
Blues,Eric Clapton,I've Got a Rock 'N' Roll Heart,0pEu81PfEP0L9u4iTY5zvI,41,0.312,0.725,193387,0.73,0.0,A,0.161,-6.514,Major,0.0299,100.021,4/4,0.805
Blues,Warren Haynes,I'll Be The One,4ilyYKJ5w1pjVrNt8A6MMF,29,0.818,0.541,303667,0.338,3.69e-06,G,0.718,-9.526,Major,0.0377,80.484,4/4,0.298
Blues,Otis Redding,Respect,0wffUvdtOWdnFt3rZFQtlr,31,0.204,0.708,131427,0.732,3.95e-05,D,0.0357,-8.44,Major,0.0432,117.065,4/4,0.963
Blues,The White Stripes,Little Acorns,1fyug7DvMwyx4rAiWiZfH3,36,0.0189,0.517,249200,0.509,0.014,C,0.145,-12.418,Major,0.102,114.971,4/4,0.385
Blues,Gary Clark Jr.,Our Love - Live,1G464KRGDSAkp3ZiB0Apk6,34,0.372,0.376,470347,0.563,0.0331,C,0.952,-8.249,Minor,0.0366,186.449,3/4,0.275
Blues,Mike Bloomfield,Albert's Shuffle,1ekio2Gk6WycLArAUJZfxM,42,0.197,0.303,414960,0.492,0.63,C,0.288,-10.716,Major,0.039,200.018,3/4,0.677
Blues,Tab Benoit,Darkness,3pVGNOtcFTx2Lo1ZxjwT2v,33,0.827,0.432,281920,0.384,0.145,F,0.119,-8.824,Minor,0.0307,77.535,4/4,0.603
Blues,North Mississippi Allstars,Stealin,6VJiokqAkgFKFNkiBLRIcG,24,0.59,0.762,174853,0.734,2.67e-06,G,0.115,-9.011,Major,0.068,122.099,4/4,0.855
Blues,Beth Hart,Joy,6JWng0B1L7eHDvapURZPKR,30,0.479,0.544,263619,0.724,0.00294,G,0.171,-7.846,Major,0.0529,74.01,4/4,0.459
Blues,Jimi Hendrix,Little Wing,1Eolhana7nKHYpcYpdVcT5,66,0.181,0.515,145747,0.534,0.00278,F#,0.0547,-8.045,Major,0.0768,70.776,4/4,0.426
Blues,The Neville Brothers,Yellow Moon,5azaQP9aqjy3XYwsuJ0ebJ,45,0.217,0.689,244267,0.585,0.0189,G,0.314,-15.142,Major,0.0543,90.373,4/4,0.892
Blues,The White Stripes,Blue Orchid,2b0AarwIy6Dr0oJeAhc80s,53,0.0875,0.482,157560,0.642,7.34e-06,A#,0.31,-8.535,Minor,0.325,151.323,4/4,0.6
Blues,Professor Longhair,Rum and Coca-Cola - Live,6JhoGUjLqvQT2c2UbR3yM5,25,0.739,0.354,191667,0.625,0.405,D#,0.746,-10.292,Major,0.0355,96.345,4/4,0.887
Blues,JJ Grey & Mofro,Everything Good Is Bad,5Ic5UOUCDeiHIsPwx3b1rR,25,0.0424,0.771,220773,0.663,0.000112,A#,0.372,-4.633,Major,0.0476,112.404,4/4,0.501
Blues,Hound Dog Taylor,Let's Get Funky,6H75engedCYYqid0zpk8aR,31,0.909,0.715,305667,0.73,0.112,D,0.379,-11.034,Minor,0.145,106.036,4/4,0.492
Blues,John Lee Hooker,Boogie Chillun,0AyuXBS2btC46SOUgnOZ2N,36,0.42,0.622,158053,0.417,0.0121,E,0.0785,-11.793,Major,0.299,158.103,4/4,0.597
Blues,Odetta,He's Got the Whole World in His Hands,4SgvKl9Ot86luHTH65KuzY,28,0.714,0.616,113813,0.186,1.32e-06,A,0.166,-13.757,Major,0.051,119.747,4/4,0.878
Blues,Charlie Musselwhite,Homeless Child,1z4KMMo5Etr8Q5qh8Wt5bZ,26,0.685,0.629,179560,0.651,0.00215,F,0.0892,-8.338,Minor,0.0582,115.46,4/4,0.945
Blues,Phish,Boogie On Reggae Woman,4mAu6ZFtm18vspkLrgMpxP,22,0.489,0.606,456627,0.684,0.358,F,0.093,-11.142,Minor,0.0343,109.332,4/4,0.876
Blues,Santana,Adouma,5B9wBRc1IAs11VeviVyZpI,30,0.0524,0.694,255133,0.911,3.22e-05,D,0.0807,-4.734,Minor,0.0455,126.987,4/4,0.876
Blues,Widespread Panic,Pleas,0NnF2XYNW062tPbrr6v40X,32,0.000528,0.423,305840,0.642,0.0187,G,0.122,-8.209,Major,0.0335,123.511,4/4,0.799
Blues,Ronnie Earl,Southside Stomp,3XZky6pNWTtGr7uVpFQHkC,26,0.683,0.397,253293,0.768,0.583,E,0.134,-4.725,Minor,0.0303,97.426,4/4,0.539
Blues,The Paul Butterfield Blues Band,One Night Stand,2g4zxggyax2ABxVM4jRF39,37,0.0348,0.573,184267,0.564,0.0,C,0.0795,-10.965,Major,0.0432,90.79,4/4,0.702
Blues,The Raconteurs,Top Yourself - Bluegrass Version,1sHBQ6yG77gyn5rBt4cZV4,27,0.211,0.362,278400,0.718,0.00107,E,0.0513,-5.672,Minor,0.132,172.724,4/4,0.414
Blues,Steve Miller Band,Snatch It Back And Hold It,5cYsyh221sx1Dq3u6EWdsm,32,0.032,0.676,238978,0.859,0.000194,B,0.334,-5.81,Major,0.0662,135.466,4/4,0.804
Blues,Phish,Golgi Apparatus,0lQLxZnKUs4Q9pTqgvtA6N,23,0.0384,0.521,279667,0.698,0.000386,C,0.301,-11.376,Major,0.0333,97.625,4/4,0.655
Blues,"Crosby, Stills, Nash & Young",4 + 20,2jZPEeW2ynykb2GkVqpOkJ,44,0.929,0.64,126640,0.058,0.0797,E,0.113,-25.243,Major,0.0388,140.957,4/4,0.126
Blues,The Who,My Wife - Original Album Version,04jUWHa4mIZKn7duaD2gXW,36,0.306,0.581,213680,0.935,0.276,B,0.215,-6.76,Major,0.0446,121.997,4/4,0.542
Blues,Billy Hector,Someday Baby,39ss7RWKN5yUf7ejPR0Cwe,26,0.000441,0.52,258427,0.848,0.206,D,0.114,-6.14,Major,0.0488,102.618,4/4,0.506
Blues,Ty Segall,Sad Fuzz,3v991qc0BvxOvMlGoaf8B6,36,0.00262,0.322,180853,0.864,0.0,G,0.152,-2.179,Major,0.0435,79.093,4/4,0.268
Blues,Willie Mitchell,Groovin',1pZ4YQ93Wc9xoN0Q3h3fLq,35,0.407,0.579,179107,0.397,0.832,F,0.099,-8.565,Major,0.0367,169.486,4/4,0.778
Blues,The Arcs,Fools Gold,26ezuYYjNyYsbnazel0KRx,38,0.0373,0.458,242467,0.727,0.925,C,0.0985,-5.847,Major,0.0594,77.635,4/4,0.561
Blues,The Animals,We Gotta Get Out Of This Place - UK Single Version,5geF5xzPGHxpmk9BDBHphZ,48,0.431,0.534,194600,0.61,2.79e-06,F,0.0988,-5.276,Major,0.0345,124.05,4/4,0.45
Blues,The Black Keys,Under The Gun,7cO2S4l7b9Rtn5MqPHXTJU,62,0.0151,0.518,196325,0.689,0.000522,A,0.107,-6.89,Major,0.0409,120.115,4/4,0.35
Blues,Kelley Hunt,Release and Be Free,7d1ZzOIyACB64aEibmWfH7,32,0.808,0.546,264253,0.419,0.00337,D#,0.167,-6.988,Major,0.0304,136.899,3/4,0.393
Blues,The Doobie Brothers,"Another Park, Another Sunday - 2006 Remaster",5dEOntLHunr3jYzS1XBNmk,50,0.315,0.516,267627,0.547,2.45e-05,A,0.163,-9.693,Major,0.0273,113.417,4/4,0.741
Blues,Tinariwen,Tamiditin,5JTknWpmjiiBpTQ9DLn06K,28,0.497,0.462,269165,0.478,0.772,E,0.852,-9.774,Minor,0.0376,79.532,4/4,0.205
Blues,Howlin' Wolf,Little Red Rooster,22o1qy3iZ7CyXUdK6BIf2n,41,0.761,0.546,149400,0.185,1.1e-06,A,0.218,-18.752,Major,0.0409,69.028,4/4,0.682
Blues,Ry Cooder,He'll Have to Go,6ZqIEWpEuvLHJm5dZh8kuN,39,0.3,0.413,309240,0.291,0.0,F,0.238,-14.624,Major,0.0339,181.975,4/4,0.777
Blues,The Wood Brothers,Laughin' or Crying,4qgd5OyNamfX6tpl0ubdRx,34,0.143,0.437,257040,0.419,0.0,F#,0.124,-8.609,Minor,0.0621,94.339,4/4,0.571
Blues,Jimi Hendrix,You Got Me Floatin',2Fu2CXFkfiKKXPGtbDDlvj,39,0.0414,0.477,168240,0.883,0.0,F#,0.239,-5.889,Major,0.291,130.168,4/4,0.794
Blues,Allen Toussaint,Go Back Home,1lZ0JHI51lUzagl9mpOCe3,29,0.729,0.709,180010,0.645,0.00476,C,0.1,-4.33,Minor,0.0339,79.291,4/4,0.588
Blues,Traffic,Walking In The Wind,3yb6HilYAxYGu5OMVV2L3G,27,0.068,0.538,411720,0.49,0.000315,D,0.289,-12.879,Major,0.0325,140.638,4/4,0.935
Blues,Anderson East,This Too Shall Last,0CuXzMEgFzuQhLEYQHYas4,53,0.323,0.503,222400,0.49,0.799,E,0.0873,-8.553,Major,0.0279,148.884,4/4,0.68
Blues,Dr. John,Just the Same,5cib9HDrgbrzUyUcZa5cGW,30,0.548,0.522,173027,0.148,0.000874,G#,0.126,-19.658,Major,0.0445,62.426,4/4,0.197
Blues,Aretha Franklin,You're All I Need to Get By - Take 2,2Es8ZXN2SONtK73rOp44xz,38,0.87,0.701,214831,0.44,0.00283,A,0.245,-8.096,Major,0.0386,83.538,4/4,0.487
Blues,Etta James,Dust My Broom,7ab9T50hNO7ULa2pvtcjjZ,30,0.043,0.528,215333,0.644,0.00298,D,0.226,-8.104,Major,0.0377,97.815,4/4,0.688
Blues,Reignwolf,Son of a Gun,407Cu7iPTIzwwQo0iPqeuP,33,0.254,0.375,208429,0.695,0.704,G,0.239,-6.518,Major,0.0468,112.98,3/4,0.0907
Blues,Nina Simone,If I Should Lose You - Remastered,78c7e7g2gNTO8kbLgzYiwu,37,0.802,0.259,239400,0.195,8.5e-05,A,0.121,-12.843,Minor,0.0288,90.888,3/4,0.124
Blues,The Kills,Fried My Little Brains,5rM9g0m2VvG7jaUXLUtNck,30,0.443,0.624,128267,0.982,0.652,C#,0.683,-4.756,Minor,0.126,105.284,4/4,0.392
Blues,The Stone Foxes,I'm A King Bee,14vst2Dkr7OkYyzf1fftLu,45,0.0606,0.451,199597,0.532,0.143,F,0.104,-8.074,Minor,0.0415,76.176,4/4,0.494
Blues,Robert Plant,Rainbow,7JTgkvvuAU9XW8IEuBF6qq,36,0.415,0.432,256360,0.523,0.35,A,0.281,-8.937,Major,0.0284,147.972,4/4,0.299
Blues,George Thorogood & The Destroyers,Get A Haircut - 2000 Digital Remaster,27BuinX1CEXTLQmpUawSIG,34,0.00552,0.612,251507,0.78,0.0,G,0.0654,-6.529,Major,0.0308,120.638,4/4,0.822
Blues,Jeff Beck,Morning Dew,5irHDTWiGsb8zTYxzAtWRr,21,0.28,0.416,278227,0.613,0.0042,F#,0.455,-10.695,Major,0.0468,110.399,4/4,0.302
Blues,Canned Heat,I Don't Care What You Tell Me,5QVXBL7YjpOjpvzkT8svnz,30,0.344,0.699,240953,0.699,0.78,C#,0.0778,-9.997,Minor,0.0423,91.529,4/4,0.84
Blues,Justin Townes Earle,Trouble Is,6hEXUoac3X1sDGUzMtzVPK,33,0.204,0.717,202320,0.667,0.051,G,0.0999,-9.653,Major,0.0481,135.823,4/4,0.904
Blues,Fats Domino,When The Saints Go Marching In,5VEIQ7S6AJehhbXAsnT27j,34,0.122,0.667,148800,0.669,7.05e-05,D#,0.0502,-12.145,Major,0.0674,110.269,4/4,0.976
Blues,Beth Hart,LA Song,0rxPuXU5yYBNEAq2EobOJx,35,0.0997,0.765,216760,0.624,4.82e-05,G,0.0935,-7.57,Major,0.0365,130.026,4/4,0.51
Blues,Tinariwen,Cler Achel,1sXLitmQULzwiWR8D38Ekw,32,0.506,0.685,267533,0.797,0.00923,D,0.069,-5.372,Major,0.0558,98.614,4/4,0.926
Blues,Royal Blood,"How Did We Get So Dark? - Recorded at Abbey Road Studios, London",4sPsQFpgU7F8fQDISIhRcr,35,0.00518,0.515,194875,0.806,0.00066,A#,0.13,-7.703,Minor,0.0404,135.098,4/4,0.701
Blues,Wendell B,Put'em Down on the Table,29pT9n3rC4Jae1fde6LnCA,19,0.0286,0.535,289300,0.59,0.000154,C#,0.148,-5.034,Major,0.158,170.949,3/4,0.486
Blues,Bobby Day,Rockin' Robin,4FlYcJnfkeBpowEHJ72Bmt,62,0.298,0.541,160080,0.608,0.0,G,0.234,-13.083,Major,0.106,171.992,4/4,0.938
Blues,Ray Charles,Sinner's Prayer,2a6kPKADpA67DIj6GeaBfs,30,0.613,0.711,263880,0.544,0.00166,A,0.109,-7.807,Major,0.0438,101.849,3/4,0.51
Blues,Clutch,Ship Of Gold,6Q5mVXqx5Dsn8OMlMhqegv,31,0.00613,0.39,262547,0.957,0.00418,G,0.145,-5.298,Major,0.0654,92.528,4/4,0.624
Blues,Jefferson Airplane,High Flying Bird,5eGKna0aflc9wmMoDcIja4,45,0.518,0.528,153067,0.479,0.0,F#,0.104,-9.771,Minor,0.0298,118.476,4/4,0.699
Blues,Morphine,Let's Take a Trip Together,4TxHfNgeum23DHbz1dOZle,33,0.517,0.76,180000,0.412,0.00143,G,0.211,-12.071,Minor,0.0288,107.995,4/4,0.771
Blues,Steve Miller Band,Sweet Home Chicago,12T45YUBg38PdiDOabIcAV,32,0.0345,0.662,161029,0.839,6.21e-05,A,0.199,-7.01,Major,0.0595,118.255,4/4,0.748
Blues,Tab Benoit,For What It's Worth,3xDzENGFlOcJArnPahlx13,34,0.108,0.712,317147,0.373,0.317,A,0.0948,-12.195,Major,0.0324,100.779,4/4,0.739
Blues,The Jeff Healey Band,Hoochie Coochie Man,3l91v7fxuSJPsVx7WbiKLT,33,7.15e-05,0.45,312726,0.688,0.00185,D,0.0976,-11.556,Major,0.0519,107.199,3/4,0.66
Blues,T-Bone Walker,Mean Old World,3gg0xEc2b4eEbYySLmfFU1,40,0.527,0.73,247373,0.235,0.0112,C,0.0663,-15.276,Major,0.0355,87.226,4/4,0.624
Blues,Gov't Mule,Burning Point,2kXump2l1IqoZ03iXzXPto,23,0.37,0.61,411653,0.671,0.000587,A#,0.135,-5.014,Minor,0.027,94.469,4/4,0.54
Blues,Scott H. Biram,"Still Drunk, Still Crazy, Still Blue",5DvSQHOaKfuIS2wfdEalce,33,0.679,0.363,176480,0.51,0.37,G,0.0977,-9.654,Major,0.0749,184.647,3/4,0.435
Blues,Keb' Mo',God Trying To Get Your Attention,3VjX0crL7pPkwaVH8PgBUD,25,0.263,0.731,246360,0.672,1.6e-05,A,0.355,-8.323,Major,0.113,105.356,4/4,0.531
Blues,Jonny Lang,Only A Man,25JOSEqYyyUqmzdsT1bj2y,22,0.896,0.447,255680,0.121,0.0,D,0.134,-12.642,Major,0.0443,122.712,4/4,0.297
Blues,The Cold Stares,Break My Fall,7FSeN06d370hAEdv7hCqcU,38,0.816,0.49,265360,0.317,0.000123,G,0.0938,-8.12,Minor,0.0297,139.308,3/4,0.251
Blues,Howlin' Wolf,Highway 49,12notHo8LwKc09rKORGtAQ,25,0.445,0.506,167427,0.773,6.89e-06,D,0.266,-7.01,Major,0.0493,123.616,4/4,0.946
Blues,The Marshall Tucker Band,Take the Highway,4BH6AYJ1aIPPTk6l1oMIY7,47,0.261,0.382,375600,0.735,0.0837,G,0.0758,-5.621,Major,0.0341,96.872,4/4,0.608
Blues,Fantastic Negrito,Nothing Without You,6P9qzDTlTNgtbfMLBc1ZVi,33,0.397,0.674,255785,0.493,2.96e-06,G#,0.101,-6.821,Major,0.0318,124.941,3/4,0.35
Blues,Tab Benoit,Bayou Boogie,64zYcGER41TkIT2NmBbnLQ,20,0.0207,0.366,599520,0.93,0.476,F#,0.61,-7.843,Minor,0.0962,124.57,4/4,0.638
Blues,Eagles Of Death Metal,Solid Gold,0Oa2C4h18wG7BgMMwgNsaw,33,0.152,0.567,260040,0.978,0.000209,F#,0.426,-4.651,Major,0.406,171.764,4/4,0.841
Blues,Al Green,Old Time Lovin',3VvXwiETzZ7nGRk11n1mTp,35,0.662,0.644,198529,0.483,0.00545,A,0.134,-6.2,Major,0.0609,75.856,4/4,0.468
Blues,The J. Geils Band,Musta Got Lost - Live,05GTtG1ckPWfGOC0mHGJ0V,39,0.211,0.48,394560,0.613,0.0,C,0.942,-10.787,Major,0.321,107.992,4/4,0.598
Blues,The Raconteurs,Salute Your Solution,0ydgFPcYrxaHgVuLd17mjh,52,0.00781,0.266,179973,0.946,2.73e-06,A,0.26,-2.855,Major,0.171,168.461,4/4,0.498
Blues,ZZ Top,Tube Snake Boogie,7LPPCLJk8VPlHhogjk3948,40,0.00422,0.577,183800,0.648,0.0331,A,0.101,-12.183,Major,0.0383,150.435,4/4,0.967
Blues,Luther Allison,Living In The House Of Blues,5TvM5WFaegJk7VRgPOWGTe,33,0.102,0.334,398467,0.787,0.0118,G,0.968,-5.675,Minor,0.0735,199.961,3/4,0.753
Blues,Jackie Wilson,To Be Loved,0CAzT38ct3vgDW3p6yIzUe,37,0.658,0.242,154173,0.436,0.0,F,0.324,-7.528,Major,0.0367,69.182,4/4,0.345
Blues,Welshly Arms,The Touch,03EqbhSO2UCbzviTimVKQe,36,0.0817,0.505,259773,0.821,3.73e-06,G,0.371,-5.854,Minor,0.0473,79.949,4/4,0.582
Blues,Etta James,Good Rockin' Daddy - Single Version,1mIXzqvQFQ7Kwr4UyZU07g,25,0.86,0.74,145120,0.397,0.0,D#,0.37,-6.726,Major,0.0407,113.835,4/4,0.647
Blues,Lead Belly,Midnight Special - Remastered 2002,2WaxBL2VVPUHqtfQE1yLbF,34,0.906,0.521,185520,0.255,0.0,E,0.203,-12.747,Minor,0.0645,148.401,4/4,0.625
Blues,Lukas Nelson and Promise of the Real,Want Me Around,6Ozh5X2TsGhRf4lVkiGJyC,27,0.473,0.422,315665,0.399,0.00663,G,0.119,-7.467,Minor,0.0284,68.434,4/4,0.158
Blues,Ben Miller Band,Hurry Up and Wait,0dGXQT5LCpJqBR5M5m8pVx,44,0.00356,0.563,183027,0.874,0.528,G,0.288,-6.501,Major,0.0511,122.995,4/4,0.499
Blues,Rufus Thomas,Mashed Potatoes,2w0Lj7S39POLw5FH1QBLZM,33,0.622,0.832,143493,0.487,0.000256,C,0.164,-9.637,Major,0.11,122.945,4/4,0.46
Blues,Eric Clapton,Voodoo Chile - Live from Madison Square Garden,5Lswt1DlVfvT9O7In3X3n6,29,0.254,0.26,983480,0.616,0.755,A,0.799,-6.348,Minor,0.0368,186.539,3/4,0.633
Blues,The Wood Brothers,This is it,34FzmfXU9rWYWlBNhJOJD8,28,0.0161,0.489,224373,0.792,0.00034,D,0.197,-5.894,Major,0.0731,105.453,4/4,0.28
Blues,Gov't Mule,"Don't Step on the Grass, Sam",0tauN27zJNljDGDkVhXPw2,22,0.418,0.36,486453,0.708,0.00421,A,0.674,-7.555,Major,0.0864,147.825,4/4,0.669
Blues,Black Rebel Motorcycle Club,Whatever Happened To My Rock 'N' Roll (Punk Song),4A7KHIDzVdDFd81XPWFiix,44,0.00126,0.174,278160,0.974,5.3e-05,D,0.681,-3.312,Major,0.0798,146.398,4/4,0.102
Blues,Vintage Trouble,Nobody Told Me,3SSBJr1QBFZT0ngmHTgE83,30,0.289,0.784,276280,0.493,0.0,A,0.138,-7.787,Major,0.049,107.369,4/4,0.543
Blues,Elizabeth Cotten,Going down the road feeling bad,7t2NM5NyAaJC9k8ifQKiQU,23,0.975,0.468,132427,0.191,0.0809,A#,0.14,-18.675,Major,0.0313,102.7,4/4,0.698
Blues,The California Honeydrops,Good Good Lovin',7vM3yrrWhR5BBKQPLD5pT3,24,0.336,0.826,180307,0.476,0.000941,G,0.0654,-14.8,Major,0.171,75.82,4/4,0.945
Blues,Jimmy Reed,Baby What You Want Me To Do,05oMNN5Rbv6rVqyFFG9uTl,39,0.947,0.582,144427,0.302,0.0107,A,0.0931,-11.624,Major,0.0353,94.288,4/4,0.642
Blues,Allen Toussaint,Blue Drag,6M7wfb504kCbEPuKXfwcau,34,0.722,0.736,261453,0.219,0.85,A,0.108,-14.902,Minor,0.0485,110.572,4/4,0.396
Blues,Bo Diddley,Who Do You Love,3v30QiQtdQQAUIWwfKByN7,38,0.862,0.64,147373,0.729,0.0,C#,0.111,-13.494,Major,0.0453,113.19,4/4,0.683
Blues,Sweet,Love Is Like Oxygen - Alternate Version,4P90OxmWTJI5uAt9e65lMV,35,0.372,0.482,379853,0.628,0.000249,A,0.307,-8.358,Minor,0.069,126.53,4/4,0.313
Blues,Sonny Landreth,Soul Salvation - Live,5zh6I3FXW2MtDCq3QfT5bw,25,0.184,0.561,272160,0.836,0.00355,A,0.859,-8.904,Major,0.0913,132.041,3/4,0.495
Blues,Des Rocs,Let Me Live / Let Me Die,5bCDC7qkmxiJc0lPsqiALj,66,0.034,0.51,207142,0.759,0.0,A,0.077,-4.854,Major,0.101,91.123,4/4,0.237
Blues,UFO,Too Hot to Handle - 2008 Remaster,6spqbkDz0sA29d8CA358F1,36,0.00214,0.499,217867,0.896,0.00721,A,0.178,-6.675,Major,0.0442,128.426,4/4,0.829
